age,monthly_income,collateral_value,loan_amount,state,collateral_debt,verified_restriction,dishonored_checks,expired_debts,banking_debts,commercial_debts,protests,marital_status,informed_restriction,monthly_payment,informed_purpose,auto_brand,auto_model,auto_year,pre_approved,form_completed,sent_to_analysis,channel,zip_code,gender,utm_term,education_level
47,2800.0,40000.0,5000.0,RO,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,552.67,not_informed,Hyundai,HR 2.5 TCI Diesel (RS/RD),2012.0,1,0,0,search,7680XXXX,male,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
34,3000.0,24600.0,20000.0,SP,0.0,0.0,0,0,0,0,0,single,0.0,877.33,investimento ,GM - Chevrolet,Corsa Hat. Maxx 1.4 8V ECONOFLEX 5p,2011.0,1,0,1,remarketing,9050XXXX,female,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
27,4000.0,32000.0,20000.0,BA,0.0,0.0,0,0,0,0,0,not_informed,0.0,877.33,para fase um emvestimento,VW - VolksWagen,Golf Sportline 1.6 Mi Total Flex 8V 4p,2008.0,1,0,1,remarketing,4880XXXX,male,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
39,1700.0,9000.0,8100.0,GO,4375.592031572431,0.0,0,0,0,0,0,not_informed,1.0,275.35,Paga dívida ,GM - Chevrolet,Celta Life/ LS 1.0 MPFI 8V FlexPower 5p,2009.0,1,0,0,display,7484XXXX,female,m,not_informed
28,1500.0,27000.0,10000.0,SP,0.0,0.0,0,0,0,0,0,not_informed,0.0,438.67,Investimento ,Fiat,Punto 1.4 Fire Flex 8V 5p,2008.0,1,0,0,search,1260XXXX,female,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
32,1446.0,16600.0,9889.0,RS,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,433.0,Pagar contas,GM - Chevrolet,Corsa Sed Class.Life 1.0/1.0 FlexPower,2009.0,1,0,1,search,9142XXXX,,m,Ensino fundamental completo (antigo 1º grau ou primário e ginasial).
38,4000.0,22790.0,6000.0,SP,4375.592031572431,0.0,0,0,0,0,0,single,0.0,343.0,Para pagamento de dividas,GM - Chevrolet,Classic/ Classic LS 1.0 VHC FlexPower 4p,2013.0,1,0,1,search,1409XXXX,,c,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
55,2000.0,20000.0,10000.0,SP,0.0,0.0,0,0,0,0,0,not_informed,0.0,339.94,capital de giro,Ford,Courier XL/XL-RS 1.6/ XL 1.6 Flex,2010.0,1,0,0,social,2227XXXX,male,,not_informed
38,4600.0,12000.0,10800.0,MG,0.0,0.0,0,0,0,0,0,not_informed,0.0,1066.94,casamento,Renault,Clio Hi-Flex 1.6 16V 3p,2006.0,1,0,0,affiliates,3790XXXX,female,,"Ensino médio incompleto (antigo 2º grau, secundário ou colegial)."
24,1300.0,20000.0,8890.58,SP,1000.0,0.0,0,0,0,0,0,not_informed,0.0,390.0,Quitar as dividas paralelas e só ter o emprestimo para pagar,VW - VolksWagen,Fox Plus 1.0Mi/ 1.0Mi Total Flex 8V 3p,2009.0,1,1,0,display,7600XXXX,female,c,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
24,5000.0,34000.0,15000.0,DF,0.0,0.0,0,0,0,0,0,not_informed,0.0,859.21,COMPRAR O CARRO ,Hyundai,AZERA GLS 3.3 V6 24V 4p Aut.,2008.0,1,1,0,remarketing,7254XXXX,male,,not_informed
28,3001.0,17000.0,10000.0,MG,2500.0,0.0,0,0,0,0,0,not_informed,0.0,339.94,not_informed,Ford,KA 1.0 TECNO 8V Flex 3p,2011.0,1,0,1,display,3570XXXX,female,c,Educação superior completa
57,10333.0,14000.0,10000.0,PR,12000.0,1.0,1,0,1,1,0,not_informed,1.0,323.53,Limpar o nome - Quitar as dividas,Honda,Accord Sedã EX 3.5 V6 24V,2010.0,1,1,0,display,8552XXXX,male,c,Educação superior completa
27,5500.0,33094.0,5000.0,PR,0.0,0.0,0,0,0,0,0,not_informed,0.0,850.9225721103144, ,Ford,Focus Ghia  2.0 16V/ 2.0 16V Flex 5p Aut,2009.0,1,0,0,affiliates,8213XXXX,,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
33,4441.0,27000.0,5000.0,SP,1400.0,1.0,0,0,1,0,0,not_informed,1.0,493.95,pagar ipva do carro e multas,Fiat,UNO WAY Celeb. 1.4 EVO Fire Flex 8V 5p,2011.0,1,0,0,affiliates,4472XXXX,male,,Da 5ª à 8ª série do ensino fundamental (antigo 1º grau ou ginásio).
31,3100.0,31000.0,21200.61,SC,3000.0,0.0,0,0,0,0,0,not_informed,0.0,720.68,novo negócio,VW - VolksWagen,Fox 1.0 Mi Total Flex 8V 5p,2013.0,1,0,0,affiliates,8871XXXX,female,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
35,1700.0,19000.0,7000.0,SP,0.0,0.0,0,0,0,0,0,not_informed,0.0,482.07,Pagar dividas,VW - VolksWagen,Polo 1.6 Mi/S.Ouro 1.6 Mi Tot.Flex 8V 5p,2006.0,1,0,0,remarketing,8594XXXX,male,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
47,2500.0,12000.0,10800.0,SP,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,405.62,Pagar contas ,Ford,KA 1.0i 3p,2007.0,1,0,0,direct,1230XXXX,female,,not_informed
19,1014.0,8500.0,5000.0,GO,1600.0,0.0,0,0,0,0,0,not_informed,0.0,219.33,Quitar dividas,Honda,Civic Sed. LXL/ LXL SE 1.8 Flex 16V Mec,2010.0,1,0,0,display,7586XXXX,male,m,"Ensino médio incompleto (antigo 2º grau, secundário ou colegial)."
30,1100.0,17000.0,5000.0,MG,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,219.33,pagar contas particulares,Fiat,Palio Celebration 1.0 Fire Flex 8V 4p,2008.0,1,0,0,search,3567XXXX,male,,Ensino fundamental completo (antigo 1º grau ou primário e ginasial).
23,4000.0,24000.0,5000.0,SP,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,286.4,MUDANÇA DE ENDEREÇO DE MEU ESCRITÓRIO,Renault,LOGAN Expression Hi-Flex 1.6 8V 4p,2012.0,1,1,0,direct,2721XXXX,male,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
55,3620.0,20000.0,18000.0,PB,0.0,0.0,0,0,0,0,0,not_informed,0.0,611.88,Para quitar dívidas!,Peugeot,207 SW XS 1.6 Flex 16V 5p Aut.,2010.0,1,0,0,search,5805XXXX,male,,Educação superior completa
30,3500.0,21000.0,5000.0,MG,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,219.33,envestimentos,Fiat,Palio 1.0 Celebr. ECONOMY F.Flex 8V 2p,2012.0,1,0,0,remarketing,3551XXXX,male,,Ensino fundamental completo (antigo 1º grau ou primário e ginasial).
38,3000.0,25000.0,5000.0,PR,0.0,0.0,0,0,0,0,0,not_informed,0.0,493.95,"regularizar conta corrente, reforma casa.",GM - Chevrolet,TRACKER 2.0 16v 128cv MPFI 4x4 5p,2007.0,1,0,1,seo,8033XXXX,female,,not_informed
60,4300.0,15000.0,10000.0,SP,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,438.67,para envestir na minha empresa,VW - VolksWagen,Gol Plus 1.0 Mi Total Flex 4p,2007.0,1,0,0,display,1706XXXX,female,c,not_informed
29,1350.0,14000.0,5000.0,SP,800.0,0.0,0,0,0,0,0,not_informed,1.0,344.33,"Para quitar ipva, multas e reorganizar dividas.",GM - Chevrolet,Corsa Hat. Joy 1.0/ 1.0 FlexPower 8V 5p,2006.0,1,0,1,referral,4830XXXX,male,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
39,2500.0,38000.0,17000.0,MA,0.0,0.0,0,0,0,0,0,not_informed,0.0,745.73,Arrumar meu quiosque ,VW - VolksWagen,VOYAGE 1.0 Mi Total Flex 8V 4p,2012.0,1,0,1,display,6513XXXX,female,m,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
31,2300.0,18000.0,15729.48,ES,0.0,0.0,0,0,0,0,0,not_informed,0.0,534.7,investir em um negocio,VW - VolksWagen,Gol City (Trend) 1.0 Mi Total Flex 8V 4p,2010.0,1,0,0,affiliates,2970XXXX,male,,"Ensino médio incompleto (antigo 2º grau, secundário ou colegial)."
32,3500.0,15000.0,5000.0,SP,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,552.67,despesas diversas,VW - VolksWagen,Fox City 1.0 Mi/ 1.0Mi Total Flex 8V 4p,2005.0,1,0,0,search,7135XXXX,female,,Ensino fundamental completo (antigo 1º grau ou primário e ginasial).
35,4000.0,6000.0,5400.0,MG,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,183.57,not_informed,Fiat,Uno Mille 1.0 Fire/ F.Flex/ ECONOMY 2p,2006.0,1,0,0,remarketing,3519XXXX,female,,not_informed
31,2500.0,23000.0,6000.0,RJ,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,203.96,quitar dividas do cheque especial e cartão de credito,Fiat,Siena EL 1.0 mpi Fire Flex 8V 4p,2010.0,1,0,0,remarketing,2522XXXX,male,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
46,3000.0,21000.0,5000.0,SP,0.0,0.0,0,0,0,0,0,not_informed,0.0,552.67,Documentados ,Peugeot,307 Feline 2.0/ 2.0 Flex 16V 5p Mec,2006.0,1,0,1,search,1356XXXX,male,,not_informed
32,2100.0,17000.0,6000.0,GO,0.0,0.0,0,0,0,0,0,not_informed,0.0,329.87,pra quitar um empréstimo que estar com juros muito alto,VW - VolksWagen,Fox Plus 1.0Mi/ 1.0Mi Total Flex 8V 4p,2005.0,1,1,0,search,7290XXXX,male,,Ensino fundamental completo (antigo 1º grau ou primário e ginasial).
36,3000.0,22163.0,5000.0,SP,0.0,0.0,0,0,0,0,0,not_informed,0.0,850.9225721103144, ,GM - Chevrolet,Corsa Sed. Premium 1.4 8V ECONOFLEX 4p,2010.0,1,0,0,affiliates,4431XXXX,,,Ensino fundamental completo (antigo 1º grau ou primário e ginasial).
50,4000.0,20000.0,18000.0,BA,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,789.6,Pagar dívidas,Fiat,Strada 1.4 mpi Fire Flex 8V CS,2011.0,1,0,0,search,4400XXXX,female,,Educação superior completa
69,4500.0,39000.0,15000.0,MT,0.0,0.0,0,0,0,0,0,not_informed,0.0,824.67,Abrir uma empresa pequeno empreendedor de embutidos,Ford,Ka+ Sedan 1.5 SEL 16V Flex 4p,2015.0,1,0,0,search,7864XXXX,female,m,Educação superior completa
30,4100.0,15836.0,35500.0,GO,0.0,0.0,0,0,0,0,0,not_informed,0.0,850.9225721103144, ,GM - Chevrolet,Corsa Sed Class.Life 1.0/1.0 FlexPower,2008.0,1,0,0,search,7502XXXX,,,Ensino fundamental completo (antigo 1º grau ou primário e ginasial).
49,3000.0,15000.0,5000.0,SP,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,286.4,Pagar contas,Renault,Clio Expression 1.0/1.0 Hi-Power 16V 3p,2005.0,1,0,0,search,1144XXXX,male,,Educação superior completa
46,2250.0,22000.0,5000.0,SC,0.0,0.0,0,0,0,0,0,not_informed,0.0,169.97,divida  familiar,Fiat,Palio 1.0 ECONOMY Fire Flex 8V 4p,2012.0,1,0,0,display,8816XXXX,male,m,Ensino fundamental completo (antigo 1º grau ou primário e ginasial).
38,1800.0,40000.0,5000.0,SC,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,187.79,not_informed,Kia Motors,Cerato 1.6 16V Aut.,2011.0,1,0,0,display,8928XXXX,male,m,Ensino fundamental completo (antigo 1º grau ou primário e ginasial).
45,3800.0,32926.0,25500.0,MG,0.0,0.0,0,0,0,0,0,not_informed,0.0,1069.24,others,Fiat,Palio SPORTING 1.6 Flex 16V 5p,2012.0,1,0,0,search,3385XXXX,,,Ensino fundamental completo (antigo 1º grau ou primário e ginasial).
22,2000.0,30000.0,5000.0,DF,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,493.0,Pagar concerto do carro,Renault,Clio RN/Alizé/Expr./1.0 Hi-Power 16V 5p,2015.0,1,0,0,search,7233XXXX,,c,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
33,2400.0,16000.0,5000.0,MG,0.0,0.0,0,0,0,0,0,not_informed,0.0,169.97,Fazer investimentos,GM - Chevrolet,PRISMA Sed. Joy 1.4 8V ECONOFLEX 4p,2007.0,1,0,0,search,3840XXXX,female,,not_informed
55,4000.0,23000.0,20700.0,MG,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,703.0,Quitar dívidas de juros maior,Citroën,C3 Exclusive 1.4 Flex 8V 5p,2009.0,1,0,1,search,3103XXXX,,c,Educação superior completa
32,4500.0,17000.0,6000.0,SP,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,663.2,compra de uma moto,Citroën,C3 GLX 1.4/ GLX Sonora 1.4 Flex 8V 5p,2007.0,1,0,1,search,9910XXXX,male,c,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
45,6000.0,27000.0,15000.0,SP,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,1033.0,Investir na minha empresa,Fiat,Siena EL Celeb. 1.4 mpi Fire Flex 8V 4p,2012.0,1,0,0,search,1291XXXX,male,,not_informed
57,2976.0,20000.0,18000.0,SP,500.0,1.0,0,0,0,0,0,not_informed,1.0,789.6,SALDAR DIVIDAS,GM - Chevrolet,PRISMA Sed. Joy 1.4 8V ECONOFLEX 4p,2009.0,1,0,0,display,6810XXXX,male,c,Educação superior completa
34,1000.0,40000.0,6838.0,RN,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,232.0,compra de veiculo,Fiat,Strada Working Celeb.1.4 Fire Flex 8V CD,2014.0,1,0,0,search,5960XXXX,,c,Ensino fundamental completo (antigo 1º grau ou primário e ginasial).
43,2600.0,20000.0,17781.16,SP,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,780.0,compra de truck food,VW - VolksWagen,Gol City (Trend) 1.0 Mi Total Flex 8V 4p,2008.0,1,0,1,search,1295XXXX,female,c,"Ensino médio incompleto (antigo 2º grau, secundário ou colegial)."
25,2687.0,23000.0,5000.0,SC,0.0,0.0,0,0,0,0,0,not_informed,1.0,493.95,aceta restriçao e compra eletro domestico pra minha casa.,GM - Chevrolet,Corsa Sed. Premium 1.4 8V ECONOFLEX 4p,2012.0,1,0,0,remarketing,8831XXXX,female,,"Ensino médio incompleto (antigo 2º grau, secundário ou colegial)."
58,2900.0,29000.0,8000.0,SC,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,271.95,not_informed,Peugeot,207 SW ESCAPADE 1.6 16V Flex 5p,2011.0,1,0,0,search,8881XXXX,male,c,not_informed
24,3000.0,10000.0,5000.0,PB,0.0,1.0,0,0,0,1,0,not_informed,0.0,274.89,dar de entrada em um carro,GM - Chevrolet,MONTANA COMBO 1.4 8V ECONOFLEX,2008.0,1,0,0,remarketing,5808XXXX,male,,Ensino fundamental completo (antigo 1º grau ou primário e ginasial).
48,1390.0,15000.0,8000.0,BA,0.0,1.0,0,0,0,1,0,not_informed,0.0,258.83,Pagamento de alguns dividas,GM - Chevrolet,Corsa Hat. Maxx 1.4 8V ECONOFLEX 5p,2011.0,1,0,0,search,4071XXXX,male,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
34,6200.0,17000.0,5000.0,SP,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,169.97,quitar contas,VW - VolksWagen,Fox Plus 1.0Mi/ 1.0Mi Total Flex 8V 4p,2005.0,1,0,0,display,1204XXXX,male,m,Educação superior completa
24,2400.0,20000.0,10000.0,SP,0.0,0.0,0,0,0,0,0,not_informed,0.0,549.78,para quita o carro,VW - VolksWagen,Gol (novo) 1.0 Mi Total Flex 8V 4p,2010.0,1,1,0,search,6950XXXX,male,c,not_informed
29,3400.0,19999.0,5000.0,GO,0.0,0.0,0,0,0,0,0,not_informed,0.0,286.4,paga outras dividas,Fiat,Fiorino Furg.1.5/1.3/1.3 Fire/1.3 F.Flex,2009.0,1,0,0,referral,7445XXXX,male,,"Ensino médio incompleto (antigo 2º grau, secundário ou colegial)."
51,7000.0,10000.0,9000.0,PR,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,394.8,para aplicar na empresa,Ford,Fiesta 1.0 8V Flex/Class 1.0 8V Flex 5p,2010.0,1,0,0,remarketing,8687XXXX,male,c,Ensino fundamental completo (antigo 1º grau ou primário e ginasial).
50,10000.0,21000.0,10000.0,SP,0.0,0.0,0,0,0,0,0,not_informed,0.0,339.94,completar a compra de um equipamento para abertura de uma empresa,VW - VolksWagen,VOYAGE COMF/Highli. 1.6 Mi T.Flex 8V 4p,2009.0,1,0,0,search,1320XXXX,female,c,Educação superior completa
40,1900.0,38000.0,8165.0,RJ,4375.592031572431,0.0,0,0,0,0,0,not_informed,1.0,792.55,Para pagar algumas pendências ,Fiat,Ducato Cargo 2.8 Curto/Longo TB Diesel,2008.0,1,0,0,direct,2886XXXX,male,,4ª série completa do ensino fundamental (antigo 1º grau ou primário).
29,3000.0,25000.0,7000.0,MG,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,307.07,PAGAR CONTAS,Peugeot,207 SW ESCAPADE 1.6 16V Flex 5p,2009.0,1,0,0,search,3191XXXX,female,c,Educação superior incompleta.
30,3500.0,20000.0,10000.0,CE,0.0,0.0,0,0,0,0,0,not_informed,0.0,688.67,Dividas de casamento,GM - Chevrolet,Celta Life/ LS 1.0 MPFI 8V FlexPower 5p,2012.0,1,1,0,search,6035XXXX,male,c,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
52,5000.0,20000.0,5000.0,MG,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,169.97,Reorganizar gastos,VW - VolksWagen,VOYAGE 1.6 Mi Total Flex 8V 4p,2011.0,1,1,1,display,3214XXXX,male,c,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
30,2000.0,19000.0,10000.0,SP,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,339.94,Negocios,Ford,Fiesta 1.0 8V Flex/Class 1.0 8V Flex 5p,2008.0,1,1,0,direct,1440XXXX,male,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
40,3000.0,15000.0,11000.0,SP,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,614.13,pagar dividas,Fiat,Uno Mille 1.0 Fire/ F.Flex/ ECONOMY 4p,2008.0,1,1,1,search,2082XXXX,female,c,Educação superior incompleta.
29,3400.0,19999.0,5000.0,GO,0.0,0.0,0,0,0,0,0,not_informed,0.0,286.4,not_informed,Fiat,Fiorino Furg.1.5/1.3/1.3 Fire/1.3 F.Flex,2009.0,1,0,0,search,7445XXXX,male,m,"Ensino médio incompleto (antigo 2º grau, secundário ou colegial)."
50,4200.0,25000.0,5000.0,SP,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,187.79,dividas,GM - Chevrolet,PRISMA Sed. Joy 1.4 8V ECONOFLEX 4p,2008.0,1,0,0,search,1809XXXX,male,c,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
51,3500.0,23000.0,20700.0,MT,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,777.44,complemento para compra de 01 imovel comercial,Ford,Fiesta 1.6 8V Flex/Class 1.6 8V Flex 5p,2011.0,1,0,0,display,7828XXXX,male,c,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
37,3000.0,34000.0,12000.0,SP,0.0,0.0,0,0,0,0,0,not_informed,0.0,450.69,pagar cheque especial,Honda,CITY Sedan EX 1.5 Flex 16V 4p Mec.,2011.0,1,0,1,search,1014XXXX,male,c,Educação superior incompleta.
36,4955.0,24000.0,10000.0,SP,0.0,0.0,0,0,0,0,0,not_informed,0.0,688.67,pagar divida,Fiat,Palio Week. ATTRACTIVE 1.4 Fire Flex 8V,2011.0,1,1,0,search,2141XXXX,female,c,Educação superior completa
23,2800.0,45000.0,5000.0,CE,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,219.33,not_informed,Honda,Civic Sed. LXL/ LXL SE 1.8 Flex 16V Mec,2012.0,1,0,0,display,6016XXXX,female,m,not_informed
47,3000.0,49000.0,5000.0,RJ,0.0,0.0,0,0,0,0,0,not_informed,0.0,493.95,urgencia,Renault,SANDERO STEP. Easy R H-Power 1.6 8V,2015.0,1,1,0,search,2263XXXX,male,c,not_informed
62,2900.0,19000.0,5000.0,SP,0.0,0.0,0,0,0,0,0,not_informed,0.0,219.33,para fins de familia,Peugeot,206 SW Feline 1.6/ 1.6 Flex 16V 5p,2006.0,1,0,0,search,2318XXXX,male,c,not_informed
47,1500.0,25000.0,5000.0,MA,0.0,0.0,0,0,0,0,0,not_informed,0.0,219.33,para compra de materiais de trabalho,GM - Chevrolet,MONTANA 1.4 8V Conquest ECONOFLEX  2p,2010.0,1,0,0,search,6506XXXX,male,c,Ensino fundamental completo (antigo 1º grau ou primário e ginasial).
31,5000.0,25000.0,10000.0,RJ,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,339.94,Investimento,Mitsubishi,Airtrek 2.4 16V 163cv/ 136cv 4x4 5p Aut.,2006.0,1,0,0,search,2652XXXX,male,m,not_informed
55,3000.0,23000.0,18000.0,SP,0.0,0.0,0,0,0,0,0,not_informed,0.0,789.6,pra compra do veiculo,Fiat,Palio 1.0 ECONOMY Fire Flex 8V 4p,2012.0,1,0,0,direct,8141XXXX,female,,not_informed
40,4800.0,22000.0,10000.0,SC,0.0,0.0,0,0,0,0,0,not_informed,0.0,339.94,Quitar débitos a vencer,Kia Motors,Picanto EX 1.1/ 1.0/ 1.0 Flex Aut,2009.0,1,0,0,search,8810XXXX,female,c,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
53,10000.0,17000.0,14000.0,SP,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,614.0,14000,VW - VolksWagen,Fox Plus 1.0Mi/ 1.0Mi Total Flex 8V 4p,2008.0,1,0,0,search,5174XXXX,,c,not_informed
28,4000.0,27500.0,9000.0,SP,4375.592031572431,1.0,0,0,0,1,0,not_informed,1.0,515.53,Algumas dividas,Fiat,Siena 1.0/ EX 1.0 mpi Fire/ Fire Flex 8v,2009.0,1,1,0,search,1903XXXX,male,c,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
48,7500.0,15000.0,13500.0,PR,4375.592031572431,0.0,0,0,0,0,0,not_informed,1.0,458.91,not_informed,Fiat,Palio 1.0 ECONOMY Fire Flex 8V 4p,2010.0,1,0,1,search,2328XXXX,male,c,Educação superior completa
24,3000.0,21000.0,5000.0,RJ,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,187.79,Pagamentos,Peugeot,207 SW XR 1.4 Flex 8V 5p,2010.0,1,0,0,direct,2276XXXX,female,,not_informed
53,3500.0,15000.0,13500.0,GO,0.0,0.0,0,0,0,0,0,not_informed,0.0,773.29,MONTAR UMA LANCHONETE,Peugeot,206 SW Presence 1.4/ 1.4 Flex 8V 5p,2005.0,1,0,0,display,7497XXXX,male,c,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
19,9500.0,30000.0,12000.0,SP,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,450.69,Investimento,Ford,EcoSport XL 1.6/ 1.6 Flex 8V 5p,2009.0,1,0,0,referral,4202XXXX,male,,not_informed
31,5000.0,16000.0,5000.0,SP,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,552.67,Pagar viagem,Fiat,Palio Celebration 1.0 Fire Flex 8V 2p,2009.0,1,0,0,search,3691XXXX,male,m,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
23,3000.0,24000.0,15000.0,PE,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,509.9,ivestimento,VW - VolksWagen,Gol (novo) 1.0 Mi Total Flex 8V 4p,2010.0,1,1,0,search,5441XXXX,male,m,not_informed
23,2030.0,12000.0,10000.0,PR,0.0,0.0,0,0,0,0,0,not_informed,0.0,549.78,Para festa de casamento.,VW - VolksWagen,Gol (novo) 1.0 Mi Total Flex 8V 4p,2009.0,1,0,0,search,8121XXXX,male,m,not_informed
21,1700.0,17000.0,5000.0,RS,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,344.33,quitar cartão de credito,VW - VolksWagen,Gol Plus 1.0 Mi Total Flex 2p,2007.0,1,0,0,display,9233XXXX,male,c,not_informed
52,4000.0,25000.0,7000.0,GO,4375.592031572431,0.0,0,0,0,0,0,not_informed,1.0,307.07,INVESTIMENTO,VW - VolksWagen,Gol (novo) 1.0 Mi Total Flex 8V 4p,2011.0,1,0,0,display,7564XXXX,male,c,"Ensino médio incompleto (antigo 2º grau, secundário ou colegial)."
53,3500.0,18000.0,5000.0,SP,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,219.33,Pagar uma cirurgia,Renault,Scénic Expression 1.6 16V Aut.,2006.0,1,0,0,direct,1304XXXX,female,,not_informed
51,4500.0,39000.0,28105.0,SP,9.5,0.0,0,0,0,0,0,not_informed,0.0,1055.0,quitar outras dividas,GM - Chevrolet,COBALT LTZ 1.8 8V Econo.Flex 4p Aut.,2013.0,1,0,1,search,3683XXXX,,c,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
29,5000.0,40000.0,34194.53,SC,0.0,0.0,0,0,0,0,0,single,0.0,1162.39,paga contas,VW - VolksWagen,Golf Sportline 1.6 Mi Total Flex 8V 4p,2010.0,1,0,1,affiliates,8849XXXX,male,,"Ensino médio incompleto (antigo 2º grau, secundário ou colegial)."
27,1700.0,13500.0,5000.0,SP,0.0,1.0,0,0,0,1,0,not_informed,1.0,219.33,Pagar dívidas e limpa meu nome ,Honda,CITY Sedan DX 1.5 Flex 16V Mec.,2013.0,1,0,0,search,6150XXXX,male,m,Ensino fundamental completo (antigo 1º grau ou primário e ginasial).
24,3000.0,17000.0,5000.0,PR,1500.0,1.0,0,0,1,0,0,not_informed,1.0,552.67,Limpar meu nome para tirar uma casa,VW - VolksWagen,Fox City 1.0 Mi/ 1.0Mi Total Flex 8V 4p,2006.0,1,0,0,display,8192XXXX,male,m,Educação superior incompleta.
54,2800.0,16000.0,14400.0,SP,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,631.68,Abertura de empresa,Peugeot,206 SW Feline 1.6/ 1.6 Flex 16V 5p,2007.0,1,0,0,search,1304XXXX,female,c,not_informed
32,1295.0,45000.0,7500.0,RJ,4375.592031572431,1.0,0,0,1,0,0,not_informed,1.0,329.0,pagar cartão de credito,GM - Chevrolet,PRISMA Sed. Joy/ LS 1.0 8V FlexPower 4p,2010.0,1,0,0,search,2121XXXX,female,c,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
30,1100.0,17000.0,5000.0,MG,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,219.33,pagar contas em atraso,Fiat,Palio Celebration 1.0 Fire Flex 8V 4p,2008.0,1,0,0,search,3567XXXX,male,m,Ensino fundamental completo (antigo 1º grau ou primário e ginasial).
33,3466.0,20000.0,8000.0,SP,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,458.25,organização financeira e investimento,Fiat,UNO VIVACE 1.0 EVO Fire Flex 8V 3p,2012.0,1,1,0,direct,1804XXXX,female,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
38,1500.0,16000.0,5000.0,SP,0.0,0.0,0,0,0,0,0,not_informed,0.0,274.89,Pagar contas,Peugeot,206 SW Feline 1.6/ 1.6 Flex 16V 5p,2005.0,1,0,0,display,1720XXXX,female,m,Educação superior incompleta.
